,satz,id,party,period,date,name,redner_id,discussion_title,Sentiment_Label,Sentiment_Score,topic
175185,Wir können das damit verbundene Leid ausblenden.,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9999808073043824,103_hanau_opfer_unvar_rassismus
175186,"Wir können uns ablenken, nicht darüber nachdenken.",ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9533525109291076,103_hanau_opfer_unvar_rassismus
175187,Ukrainer/-innen können das nicht.,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.982996702194214,103_hanau_opfer_unvar_rassismus
175188,Für sie ist der Krieg seit 386 Tagen ein schrecklicher Alltag.,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.999929666519165,103_hanau_opfer_unvar_rassismus
175189,"Wir dürfen nicht aufhören, den Opfern und Betroffenen unsere Aufmerksamkeit zu schenken, ihren Schicksalen Raum zu geben, vor allem auch den Frauen.",ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9991914629936218,103_hanau_opfer_unvar_rassismus
175190,Darauf möchte ich hier und heute noch einmal aufmerksam machen.,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9802441596984864,103_hanau_opfer_unvar_rassismus
175191,Danke schön.,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,positive,0.9755071997642516,103_hanau_opfer_unvar_rassismus
245874,Herr Präsident!,ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",positive,0.9265120029449464,103_hanau_opfer_unvar_rassismus
245875,Meine Damen und Herren!,ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",positive,0.9714415073394777,103_hanau_opfer_unvar_rassismus
245876,"Es ist Dienstagmittag, der 18.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9976372718811036,103_hanau_opfer_unvar_rassismus
245877,"Oktober 2022: Ein Mann rastet aus, er greift zu einem langen Messer, tötet
                    zwei Unschuldige, verletzt eine weitere Person.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.999985933303833,103_hanau_opfer_unvar_rassismus
245878,Einem Opfer hackt er den Unterarm ab.,ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.999948501586914,103_hanau_opfer_unvar_rassismus
245879,"Die Todesursachen laut Obduktion: Stiche in Hals, Lunge und Brustkorb,
                    inneres und äußeres Verbluten.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9999912977218628,103_hanau_opfer_unvar_rassismus
245880,– Der Täter soll laut Zeugenaussagen „Allahu akbar!“ gerufen haben.,ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9982944130897522,103_hanau_opfer_unvar_rassismus
245881,"Er ist 25, Somalier, kam 2015 nach Deutschland.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9970762729644777,103_hanau_opfer_unvar_rassismus
245882,"– Wie man sich angesichts solcher Gräueltaten noch kaputtlachen kann, kann ich nicht nachvollziehen, Frau Kaddor.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",negative,0.9808056354522704,103_hanau_opfer_unvar_rassismus
245883,"Während Politiker und die sogenannte Zivilgesellschaft nach der Bluttat von Ludwigshafen erneut schwiegen oder aber Mahnwachen gegen rechts abhielten,
                    Entsetzen und Verzweiflung bei den Angehörigen und Nachbarn.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9999910593032836,103_hanau_opfer_unvar_rassismus
245884,Ein Vater musste seinen niedergestochenen Sohn auf der Straße sterben sehen.,ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9999833106994628,103_hanau_opfer_unvar_rassismus
245885,"Die anhaltende Massenzuwanderung ist die Conditio sine qua non, die Bedingung, die nicht hinweggedacht werden kann, ohne dass diese grausamen
                    Bluttaten entfielen.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9999896287918092,103_hanau_opfer_unvar_rassismus
245886,Politische Lerneffekte: Keine.,ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9718170166015624,103_hanau_opfer_unvar_rassismus
245887,"Sie setzen Ihre migrationspolitische Agenda fort, Stichwort „Chancen-Aufenthaltsrecht“.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9999887943267822,103_hanau_opfer_unvar_rassismus
245888,"Hierdurch wird der
                    hohe Bedarf an Migrationsberatung – so heißt es in Ihrem Einzelplan – noch weiter erhöht.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9999899864196776,103_hanau_opfer_unvar_rassismus
245889,"Weitere Millionen an Steuervermögen werden in Ihrem Einzelplan für
                    solche Leistungen veranschlagt.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9999860525131226,103_hanau_opfer_unvar_rassismus
245890,"Es ist inzwischen ein Hohn, dass Ihr Ministerium, Frau Ministerin Faeser, den Begriff „Heimat“ im Namen trägt.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9999892711639404,103_hanau_opfer_unvar_rassismus
245891,"Heimweh-Ministerium wäre wohl
                    ehrlicher.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",negative,0.6912075877189636,103_hanau_opfer_unvar_rassismus
245892,"Heimweh in den eigenen Städten – das ist das Gefühl, das immer mehr Menschen in westdeutschen Ballungsgebieten bewegt.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.999948024749756,103_hanau_opfer_unvar_rassismus
245893,"In meiner Heimatstadt Dortmund
                    vergeht keine Woche ohne Messerstechereien, Schießereien, Vergewaltigungen.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",positive,0.857197105884552,103_hanau_opfer_unvar_rassismus
245894,"Hier hilft es auch nicht, wenn die Polizei anlasslose Kontrollen durchführt, Kameras
                    aufstellt oder Dauerpräsenz zeigt.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9998618364334106,103_hanau_opfer_unvar_rassismus
245895,"Migranten, die mit Messern, gar Macheten bewaffnet sind, sind in meiner Heimatstadt Alltag.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.791921079158783,103_hanau_opfer_unvar_rassismus
245896,"Allein 7 371 Messerstraftaten hat
                    die Polizei in NRW zwischen Januar 2021 und Juni 2022 registriert.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9999911785125732,103_hanau_opfer_unvar_rassismus
245897,Immer häufiger kommen die Opfer zu Tode.,ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9999792575836182,103_hanau_opfer_unvar_rassismus
245898,"41,7 Prozent der Tatverdächtigen haben keinen
                    deutschen Pass.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.99728262424469,103_hanau_opfer_unvar_rassismus
245899,Das einst sichere Deutschland verblasst.,ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9126024842262268,103_hanau_opfer_unvar_rassismus
245900,"Es bleiben fragmentierte Parallel- und Gegengesellschaften, die an französische Banlieues oder schwedische
                    Stadtteile erinnern.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9999916553497314,103_hanau_opfer_unvar_rassismus
245901,"Längst sehnen sich auch all jene Einwanderer nach dem alten Deutschland zurück, was sie als neue Heimat kennenlernen durften.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9999892711639404,103_hanau_opfer_unvar_rassismus
245902,Es steht hier alles auf dem Spiel.,ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",positive,0.903982937335968,103_hanau_opfer_unvar_rassismus
245903,"Wollen wir noch irgendetwas von Deutschland in die Zukunft hinüberretten, dann müssen nicht unerhebliche Teile der
                    892 Millionen Euro, die für „Integration und Migration“ veranschlagt sind, für Abschiebebusse, Abschiebeschiffe und Abschiebeflugzeuge verausgabt werden.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.971796214580536,103_hanau_opfer_unvar_rassismus
245904,"Für all die
                    Säbel-Selcuks und Macheten-Mutombos gibt es nur einen Weg: Polizei, Richter, Knast, Ticket in die Heimat.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.9999762773513794,103_hanau_opfer_unvar_rassismus
245905,Vielen Dank.,ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",positive,0.7992586493492126,103_hanau_opfer_unvar_rassismus
245906,"Nächste Rednerin ist die Kollegin Sandra Bubendorfer-Licht, FDP-Fraktion.",ID207010800,AfD,18,2022-11-24,Matthias Helferich,11005079,"Einzelplan 06, 21 2022-11-24",neutral,0.999974489212036,103_hanau_opfer_unvar_rassismus
360826,Herr Präsident!,ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,positive,0.9265120029449464,103_hanau_opfer_unvar_rassismus
360827,Meine Damen und Herren!,ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,positive,0.9714415073394777,103_hanau_opfer_unvar_rassismus
360828,"Wir gedenken heute derjenigen, die beim rassistischen Verbrechen am 19.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.9999914169311525,103_hanau_opfer_unvar_rassismus
360829,Februar 2020 in Hanau ihr Leben verloren haben.,ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.995013415813446,103_hanau_opfer_unvar_rassismus
360830,"Dieser Tag ist leider einer von viel zu vielen Gedenktagen an Opfer rechter Gewalt, und wir dürfen es nicht zulassen, dass diese Menschen zu einer Zahl in einer Statistik werden.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,negative,0.9952402114868164,103_hanau_opfer_unvar_rassismus
360831,"Es ist unsere Verantwortung, ihre Erinnerung hochzuhalten und sie nicht vergessen zu lassen, und deshalb kann man ihre Namen auch nicht oft genug sagen: Gökhan Gültekin, Sedat Gürbüz, Said Nesar Hashemi, Mercedes Kierpacz, Hamza Kurtović, Vili Viorel Păun, Fatih Saraçoğlu, Kaloyan Velkov und Ferhat Unvar.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.9766464829444884,103_hanau_opfer_unvar_rassismus
360832,"Diese Menschen sind viel zu früh aus dem Leben gerissen worden, weil aus Hass Schandtaten geworden sind, ein Hass, der uns alle bedroht; davon zeugen auch die feigen Morde an Michèle Kiesewetter und an Walter Lübcke.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,negative,0.9539567232131958,103_hanau_opfer_unvar_rassismus
360833,"Es ist unsere gemeinsame Verantwortung als Demokratinnen und Demokraten, alles dafür zu tun, dass sich so etwas nicht wiederholt, und allen Personen und Parteien, die diesen Hass verbreiten, ein klares Stoppschild aufzustellen.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.999794900417328,103_hanau_opfer_unvar_rassismus
360834,"Meine Damen und Herren, wir erleben dieser Tage, dass in der Pandemie verunsicherte Menschen zusammen mit Rechtsextremen durch unsere Straßen marschieren.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.9959104061126708,103_hanau_opfer_unvar_rassismus
360835,Ich kann diesen Menschen nur zurufen: Lassen Sie sich von diesen Hetzern nicht instrumentalisieren!,ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,negative,0.9333756566047668,103_hanau_opfer_unvar_rassismus
360836,Rechtsextreme nutzen Ihre Verunsicherung.,ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.9994043111801147,103_hanau_opfer_unvar_rassismus
360837,"Sie nutzen die Verunsicherung, um die Realität umzudeuten und um demokratisch legitimierte Politikerinnen und Politiker einzuschüchtern.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.9999873638153076,103_hanau_opfer_unvar_rassismus
360838,Sie sind weder das Volk noch die Mehrheit in diesem Land.,ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.998218595981598,103_hanau_opfer_unvar_rassismus
360839,"Es ist gut, dass sich in Hessen die demokratischen Parteien bei allen Differenzen auf einen Untersuchungsausschuss geeinigt haben, weil die Angehörigen ein Anrecht darauf haben, Antworten auf die Fragen zu erhalten, die sie haben und die noch nicht beantwortet worden sind.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.9998682737350464,103_hanau_opfer_unvar_rassismus
360840,"Es ist bezeichnend, dass die AfD nicht einmal der Einsetzung dieses Untersuchungsausschusses zugestimmt hat.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.9999746084213256,103_hanau_opfer_unvar_rassismus
360841,"Das ist schlicht unanständig, und ich hoffe, dass der Verfassungsschutz in Zukunft noch deutlicher darstellen kann, wes Geistes Kind Sie eigentlich sind.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,negative,0.9699591994285583,103_hanau_opfer_unvar_rassismus
360842,"Ich bin unserem ehemaligen Bundestagspräsidenten Wolfgang Schäuble sehr dankbar, dass er bei der Bundestagsdebatte damals vor zwei Jahren diese deutlichen Worte gefunden hat – ich zitiere –: Diese Aufrichtigkeit und diese Erkenntnis erfordern ein entschlossenes Handeln des Staates und seiner Institutionen.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.997603952884674,103_hanau_opfer_unvar_rassismus
360843,"Alle Menschen, die unserem Staat dienen, müssen das auf der Grundlage der freiheitlich-demokratischen Grundordnung tun, und die allerallermeisten tun das hervorragend.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.9957696199417114,103_hanau_opfer_unvar_rassismus
360844,"Ich möchte an dieser Stelle sicher nicht nur in meinem Namen den Polizistinnen und Polizisten danken, die sich tagtäglich den Kräften entgegenstellen, die unsere Demokratie infrage stellen.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.9641733765602112,103_hanau_opfer_unvar_rassismus
360845,"Sie haben es sicher gesehen, einen Polizeibeamten, der bei einem dieser sogenannten Spaziergänge einem Teilnehmer zurief – ich zitiere –: Und er hat einfach recht.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.9987831711769104,103_hanau_opfer_unvar_rassismus
360846,– Die Demokratie ist wehrhaft; wir lassen uns nicht an der Nase herumführen.,ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.9591598510742188,103_hanau_opfer_unvar_rassismus
360847,Wir stehen zusammen gegen Rassisten in diesem Haus und außerhalb.,ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.9999874830245972,103_hanau_opfer_unvar_rassismus
360848,"Lassen Sie uns gemeinsam die Strukturen und Organisationen stärken, die die unerlässliche Bildungsarbeit vor Ort machen und den Betroffenen von rechter, rechtsextremer und antisemitischer Gewalt als Anlaufstelle dienen.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.999984622001648,103_hanau_opfer_unvar_rassismus
360849,"Um bei Hessen zu bleiben: Ich möchte die Bildungsstätte Anne Frank bei uns in Frankfurt erwähnen, die auch den Hinterbliebenen der Opfer von Hanau hilft, oder die Bildungsinitiative, die Frau Serpil Temiz Unvar, die Mutter von Ferhat Unvar, ins Leben gerufen hat, die Kindern und ihren Eltern eine Anlaufstelle bietet, wenn sie Diskriminierung erfahren.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.999496340751648,103_hanau_opfer_unvar_rassismus
360850,Ich möchte diesen Organisationen und vielen anderen einfach nur meine Hochachtung zum Ausdruck bringen und Danke sagen.,ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,positive,0.8337861895561218,103_hanau_opfer_unvar_rassismus
360851,Ich habe am Rande der Bundesversammlung mit Frau Unvar sprechen dürfen.,ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.9999873638153076,103_hanau_opfer_unvar_rassismus
360852,"Ich habe sie gefragt, was sie heute sagen würde, wenn sie hier an meiner Stelle stehen könnte, und sie hat gesagt: Sag ihnen, dass die Kinder in meiner Bildungsstätte die Zukunft Deutschlands sind wie alle anderen Kinder in unserem Land auch.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.98467755317688,103_hanau_opfer_unvar_rassismus
360853,"– Meine Damen und Herren, lassen Sie uns für diese Zukunft zusammenstehen, sie wahren und nicht zulassen, dass sie vom Hass zerstört wird.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.9999746084213256,103_hanau_opfer_unvar_rassismus
360854,"Vielen Dank, Herr Kollege Nouripour.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.9786190390586852,103_hanau_opfer_unvar_rassismus
360855,"– Nächste Rednerin ist die Kollegin Andrea Lindholz, CDU/CSU-Fraktion.",ID201607000,BÜNDNIS 90/DIE GRÜNEN,18,2022-02-16,Omid Nouripour,11003881,Zusatzpunkt 1 2022-02-16,neutral,0.999954342842102,103_hanau_opfer_unvar_rassismus
360856,Sehr geehrter Herr Präsident!,ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,negative,0.9900649189949036,103_hanau_opfer_unvar_rassismus
360857,Sehr geehrte Damen und Herren!,ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,negative,0.9633674621582032,103_hanau_opfer_unvar_rassismus
360858,Liebe Kolleginnen und Kollegen!,ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,negative,0.7584747672080994,103_hanau_opfer_unvar_rassismus
360859,Hanau liegt nur wenige Autominuten von meinem Wahlkreis entfernt.,ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,positive,0.97448992729187,103_hanau_opfer_unvar_rassismus
360860,Vor zwei Jahren wurden dort neun Menschen aufgrund ihrer vermeintlichen Herkunft ermordet.,ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.9999912977218628,103_hanau_opfer_unvar_rassismus
360861,Die Tat war eindeutig Rechtsterrorismus und klar rassistisch motiviert.,ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.9979433417320251,103_hanau_opfer_unvar_rassismus
360862,"Heute sind unsere Gedanken vor allen Dingen bei den Familien der Opfer, und ihnen rufe ich zu: Wir stehen weiterhin an Ihrer Seite.",ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.9827669858932496,103_hanau_opfer_unvar_rassismus
360863,Der Hass darf in Deutschland niemals siegen.,ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.9998927116394044,103_hanau_opfer_unvar_rassismus
360864,"Der politische Auftrag für uns ist klar: Jeder Mensch soll sich in Deutschland sicher fühlen können, egal welche Herkunft man hat, egal ob man politische Verantwortung trägt oder ob man einfach nur eine Synagoge, einen Weihnachtsmarkt oder die Domplatte in Köln besuchen möchte.",ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.6549078226089478,103_hanau_opfer_unvar_rassismus
360865,"Um diese Sicherheit zu gewährleisten, brauchen unsere Behörden moderne Befugnisse, um zum Beispiel Hass in seinen digitalen Resonanzräumen wirksam bekämpfen zu können.",ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.9999852180480956,103_hanau_opfer_unvar_rassismus
360866,"Ideen, wie unsere Behörden hier besser werden können, habe ich weder im Koalitionsvertrag der Ampel gefunden noch heute im Innenausschuss im Bericht der Bundesinnenministerin vernommen.",ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.9857052564620972,103_hanau_opfer_unvar_rassismus
360867,Befugnisse sollen stattdessen eingeschränkt und zusammengestrichen werden.,ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.9999877214431764,103_hanau_opfer_unvar_rassismus
360868,"Liebe Kolleginnen und Kollegen, was wir brauchen, ist gesellschaftlicher Zusammenhalt.",ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.9970132112503052,103_hanau_opfer_unvar_rassismus
360869,"Neben allem Staatlichen ist das Gesellschaftliche unglaublich wichtig; denn die Wehrhaftigkeit unserer streitbaren Demokratie fängt bei jedem Einzelnen an, indem man Hass und Hetze im Netz, auf der Arbeit oder wo auch immer man ihn vorfindet, ganz klar widerspricht.",ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.9895463585853576,103_hanau_opfer_unvar_rassismus
360870,"Denn, liebe Kolleginnen und Kollegen, aus Gedanken werden Worte, und manchmal werden aus Worten leider auch Taten.",ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.7242892980575562,103_hanau_opfer_unvar_rassismus
360871,"Es sollte ein klarer politischer Konsens unter den demokratischen Parteien herrschen, dass es keinen guten Extremismus gibt.",ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.9999539852142334,103_hanau_opfer_unvar_rassismus
360872,Wir sollten jede Form des Extremismus entschieden ablehnen und das auch immer wieder gemeinsam betonen.,ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.9999847412109376,103_hanau_opfer_unvar_rassismus
360873,Der frühere Bundesinnenminister Horst Seehofer hat dem Rechtsextremismus bereits 2019 den Krieg erklärt.,ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.9999748468399048,103_hanau_opfer_unvar_rassismus
360874,Die Innenministerkonferenz hat in der letzten Wahlperiode Beschlüsse gefasst.,ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.9999878406524658,103_hanau_opfer_unvar_rassismus
360875,Ein Kabinettsausschuss hat 89 Maßnahmen gegen Rassismus auf den Weg gebracht.,ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.9958294034004213,103_hanau_opfer_unvar_rassismus
360876,Die Sicherheitsbehörden wurden personell und strukturell massiv gestärkt.,ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.9999901056289672,103_hanau_opfer_unvar_rassismus
360877,Wir haben das Waffenrecht und das NetzDG verschärft.,ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.9999889135360718,103_hanau_opfer_unvar_rassismus
360878,Wir haben eine Zentralstelle beim BKA zur Strafverfolgung von Hass im Netz geschaffen.,ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.9999912977218628,103_hanau_opfer_unvar_rassismus
360879,Das BKA hat sein System zur Überwachung islamistischer Gefährder auf Rechtsextremisten übertragen.,ID201607100,CDU/CSU,18,2022-02-16,Andrea Lindholz,11004342,Zusatzpunkt 1 2022-02-16,neutral,0.999968409538269,103_hanau_opfer_unvar_rassismus
